time,p,T,Tve,rho
0.001216,40021,298.15,348.432,0.452256
0.001218,40011.8,298.15,348.432,0.452151
0.00122,40002.5,298.15,348.432,0.452047
0.001222,39993.2,298.15,348.432,0.451942
0.001224,39984,298.15,348.432,0.451838
0.001226,39974.8,298.15,348.432,0.451734
0.001228,39965.6,298.15,348.432,0.45163
0.00123,39956.5,298.15,348.432,0.451527
0.001232,39947.4,298.15,348.432,0.451424
0.001234,39938.3,298.15,348.432,0.451321
0.001236,39929.2,298.15,348.432,0.451219
0.001238,39920.2,298.15,348.432,0.451117
0.00124,39911.2,298.15,348.432,0.451015
0.001242,39902.2,298.15,348.432,0.450913
0.001244,39893.2,298.15,348.432,0.450812
0.001246,39884.3,298.15,348.432,0.450711
0.001248,39875.4,298.15,348.432,0.45061
0.00125,39866.5,298.15,348.432,0.45051
0.001252,39857.6,298.15,348.432,0.45041
0.001254,39848.8,298.15,348.432,0.45031
0.001256,39840,298.15,348.432,0.450211
0.001258,39831.2,298.15,348.432,0.450112
0.00126,39822.5,298.15,348.432,0.450013
0.001262,39813.8,298.15,348.432,0.449914
0.001264,39805.1,298.15,348.432,0.449816
0.001266,39796.4,298.15,348.432,0.449718
0.001268,39787.8,298.15,348.432,0.449621
0.00127,39779.2,298.15,348.432,0.449524
0.001272,39770.6,298.15,348.432,0.449427
0.001274,39762.1,298.15,348.432,0.44933
0.001276,39753.6,298.15,348.432,0.449234
0.001278,39745.1,298.15,348.432,0.449138
0.00128,39736.7,298.15,348.432,0.449043
0.001282,39728.2,298.15,348.432,0.448947
0.001284,39719.8,298.15,348.432,0.448853
0.001286,39711.5,298.15,348.432,0.448758
0.001288,39703.1,298.15,348.432,0.448664
0.00129,39694.8,298.15,348.432,0.44857
0.001292,39686.5,298.15,348.432,0.448476
0.001294,39678.3,298.15,348.432,0.448383
0.001296,39670.1,298.15,348.432,0.44829
0.001298,39661.9,298.15,348.432,0.448198
0.0013,39653.7,298.15,348.432,0.448105
0.001302,39645.6,298.15,348.432,0.448014
0.001304,39637.5,298.15,348.432,0.447922
0.001306,39629.4,298.15,348.432,0.447831
0.001308,39621.4,298.15,348.432,0.44774
0.00131,39613.3,298.15,348.432,0.447649
0.001312,39605.4,298.15,348.432,0.447559
0.001314,39597.4,298.15,348.432,0.447469
0.001316,39589.5,298.15,348.432,0.44738
0.001318,39581.6,298.15,348.432,0.44729
0.00132,39573.7,298.15,348.432,0.447201
0.001322,39565.9,298.15,348.432,0.447113
0.001324,39558.1,298.15,348.432,0.447025
0.001326,39550.3,298.15,348.432,0.446937
0.001328,39542.5,298.15,348.432,0.446849
0.00133,39534.8,298.15,348.432,0.446762
0.001332,39527.1,298.15,348.432,0.446675
0.001334,39519.4,298.15,348.432,0.446588
0.001336,39511.8,298.15,348.432,0.446502
0.001338,39504.2,298.15,348.432,0.446416
0.00134,39496.6,298.15,348.432,0.44633
0.001342,39489.1,298.15,348.432,0.446245
0.001344,39481.5,298.15,348.432,0.44616
0.001346,39474,298.15,348.432,0.446075
0.001348,39466.6,298.15,348.432,0.445991
0.00135,39459.1,298.15,348.432,0.445907
0.001352,39451.7,298.15,348.432,0.445823
0.001354,39444.3,298.15,348.432,0.445739
0.001356,39437,298.15,348.432,0.445656
0.001358,39429.6,298.15,348.432,0.445573
0.00136,39422.3,298.15,348.432,0.445491
0.001362,39415.1,298.15,348.432,0.445409
0.001364,39407.8,298.15,348.432,0.445327
0.001366,39400.6,298.15,348.432,0.445245
0.001368,39393.4,298.15,348.432,0.445164
0.00137,39386.2,298.15,348.432,0.445083
0.001372,39379.1,298.15,348.432,0.445002
0.001374,39371.9,298.15,348.432,0.444921
0.001376,39364.8,298.15,348.432,0.444841
0.001378,39357.8,298.15,348.432,0.444761
0.00138,39350.7,298.15,348.432,0.444682
0.001382,39343.7,298.15,348.432,0.444602
0.001384,39336.7,298.15,348.432,0.444523
0.001386,39329.7,298.15,348.432,0.444444
0.001388,39322.8,298.15,348.432,0.444366
0.00139,39315.9,298.15,348.432,0.444288
0.001392,39309,298.15,348.432,0.44421
0.001394,39302.1,298.15,348.432,0.444132
0.001396,39295.3,298.15,348.432,0.444055
0.001398,39288.4,298.15,348.432,0.443978
0.0014,39281.6,298.15,348.432,0.443901
0.001402,39274.8,298.15,348.432,0.443824
0.001404,39268.1,298.15,348.432,0.443748
0.001406,39261.4,298.15,348.432,0.443672
0.001408,39254.6,298.15,348.432,0.443596
0.00141,39248,298.15,348.432,0.44352
0.001412,39241.3,298.15,348.432,0.443445
0.001414,39234.6,298.15,348.432,0.44337
0.001416,39228,298.15,348.432,0.443295
0.001418,39221.4,298.15,348.432,0.44322
0.00142,39214.8,298.15,348.432,0.443146
0.001422,39208.3,298.15,348.432,0.443072
0.001424,39201.8,298.15,348.432,0.442998
0.001426,39195.2,298.15,348.432,0.442924
0.001428,39188.7,298.15,348.432,0.442851
0.00143,39182.3,298.15,348.432,0.442778
0.001432,39175.8,298.15,348.432,0.442705
0.001434,39169.4,298.15,348.432,0.442632
0.001436,39163,298.15,348.432,0.44256
0.001438,39156.6,298.15,348.432,0.442488
0.00144,39150.2,298.15,348.432,0.442416
0.001442,39143.8,298.15,348.432,0.442344
0.001444,39137.5,298.15,348.432,0.442272
0.001446,39131.2,298.15,348.432,0.442201
0.001448,39124.9,298.15,348.432,0.44213
0.00145,39118.6,298.15,348.432,0.442059
0.001452,39112.4,298.15,348.432,0.441988
0.001454,39106.1,298.15,348.432,0.441917
0.001456,39099.9,298.15,348.432,0.441847
0.001458,39093.7,298.15,348.432,0.441777
0.00146,39087.5,298.15,348.432,0.441707
0.001462,39081.3,298.15,348.432,0.441637
0.001464,39075.2,298.15,348.432,0.441568
0.001466,39069.1,298.15,348.432,0.441499
0.001468,39062.9,298.15,348.432,0.441429
0.00147,39056.8,298.15,348.432,0.441361
0.001472,39050.8,298.15,348.432,0.441292
0.001474,39044.7,298.15,348.432,0.441223
0.001476,39038.7,298.15,348.432,0.441155
0.001478,39032.6,298.15,348.432,0.441087
0.00148,39026.6,298.15,348.432,0.441019
0.001482,39020.6,298.15,348.432,0.440951
0.001484,39014.6,298.15,348.432,0.440883
0.001486,39008.7,298.15,348.432,0.440816
0.001488,39002.7,298.15,348.432,0.440749
0.00149,38996.8,298.15,348.432,0.440682
0.001492,38990.9,298.15,348.432,0.440615
0.001494,38985,298.15,348.432,0.440548
0.001496,38979.1,298.15,348.432,0.440482
0.001498,38973.2,298.15,348.432,0.440415
0.0015,38967.4,298.15,348.432,0.440349
0.001502,38961.5,298.15,348.432,0.440283
0.001504,38955.7,298.15,348.432,0.440217
0.001506,38949.9,298.15,348.432,0.440152
0.001508,38944.1,298.15,348.432,0.440086
0.00151,38938.3,298.15,348.432,0.440021
0.001512,38932.5,298.15,348.432,0.439956
0.001514,38926.8,298.15,348.432,0.439891
0.001516,38921,298.15,348.432,0.439826
0.001518,38915.3,298.15,348.432,0.439761
0.00152,38909.6,298.15,348.432,0.439697
0.001522,38903.9,298.15,348.432,0.439632
0.001524,38898.2,298.15,348.432,0.439568
0.001526,38892.6,298.15,348.432,0.439504
0.001528,38886.9,298.15,348.432,0.43944
0.00153,38881.3,298.15,348.432,0.439377
0.001532,38875.7,298.15,348.432,0.439313
0.001534,38870.1,298.15,348.432,0.43925
0.001536,38864.5,298.15,348.432,0.439187
0.001538,38858.9,298.15,348.432,0.439123
0.00154,38853.3,298.15,348.432,0.439061
0.001542,38847.8,298.15,348.432,0.438998
0.001544,38842.2,298.15,348.432,0.438935
0.001546,38836.7,298.15,348.432,0.438873
0.001548,38831.2,298.15,348.432,0.43881
0.00155,38825.7,298.15,348.432,0.438748
0.001552,38820.2,298.15,348.432,0.438686
0.001554,38814.7,298.15,348.432,0.438624
0.001556,38809.2,298.15,348.432,0.438563
0.001558,38803.8,298.15,348.432,0.438501
0.00156,38798.4,298.15,348.432,0.43844
0.001562,38792.9,298.15,348.432,0.438378
0.001564,38787.5,298.15,348.432,0.438317
0.001566,38782.1,298.15,348.432,0.438256
0.001568,38776.8,298.15,348.432,0.438195
0.00157,38771.4,298.15,348.432,0.438135
0.001572,38766,298.15,348.432,0.438074
0.001574,38760.7,298.15,348.432,0.438014
0.001576,38755.3,298.15,348.432,0.437954
0.001578,38750,298.15,348.432,0.437893
0.00158,38744.7,298.15,348.432,0.437833
0.001582,38739.4,298.15,348.432,0.437774
0.001584,38734.2,298.15,348.432,0.437714
0.001586,38728.9,298.15,348.432,0.437654
0.001588,38723.6,298.15,348.432,0.437595
0.00159,38718.4,298.15,348.432,0.437536
0.001592,38713.2,298.15,348.432,0.437477
0.001594,38707.9,298.15,348.432,0.437418
0.001596,38702.7,298.15,348.432,0.437359
0.001598,38697.5,298.15,348.432,0.4373
0.0016,38692.4,298.15,348.432,0.437242
0.001602,38687.2,298.15,348.432,0.437183
0.001604,38682,298.15,348.432,0.437125
0.001606,38676.9,298.15,348.432,0.437067
0.001608,38671.8,298.15,348.432,0.437009
0.00161,38666.6,298.15,348.432,0.436951
0.001612,38661.5,298.15,348.432,0.436893
0.001614,38656.5,298.15,348.432,0.436836
0.001616,38651.4,298.15,348.432,0.436779
0.001618,38646.3,298.15,348.432,0.436721
0.00162,38641.2,298.15,348.432,0.436664
0.001622,38636.2,298.15,348.432,0.436607
0.001624,38631.2,298.15,348.432,0.43655
0.001626,38626.2,298.15,348.432,0.436494
0.001628,38621.2,298.15,348.432,0.436437
0.00163,38616.2,298.15,348.432,0.436381
0.001632,38611.2,298.15,348.432,0.436324
0.001634,38606.2,298.15,348.432,0.436268
0.001636,38601.2,298.15,348.432,0.436212
0.001638,38596.3,298.15,348.432,0.436156
0.00164,38591.4,298.15,348.432,0.4361
0.001642,38586.4,298.15,348.432,0.436045
0.001644,38581.5,298.15,348.432,0.435989
0.001646,38576.6,298.15,348.432,0.435934
0.001648,38571.8,298.15,348.432,0.435879
0.00165,38566.9,298.15,348.432,0.435824
0.001652,38562,298.15,348.432,0.435769
0.001654,38557.2,298.15,348.432,0.435714
0.001656,38552.3,298.15,348.432,0.435659
0.001658,38547.5,298.15,348.432,0.435605
0.00166,38542.7,298.15,348.432,0.43555
0.001662,38537.9,298.15,348.432,0.435496
0.001664,38533.1,298.15,348.432,0.435442
0.001666,38528.3,298.15,348.432,0.435388
0.001668,38523.6,298.15,348.432,0.435334
0.00167,38518.8,298.15,348.432,0.43528
0.001672,38514.1,298.15,348.432,0.435227
0.001674,38509.3,298.15,348.432,0.435173
0.001676,38504.6,298.15,348.432,0.43512
0.001678,38499.9,298.15,348.432,0.435067
0.00168,38495.2,298.15,348.432,0.435014
0.001682,38490.5,298.15,348.432,0.434961
0.001684,38485.8,298.15,348.432,0.434908
0.001686,38481.2,298.15,348.432,0.434855
0.001688,38476.5,298.15,348.432,0.434803
0.00169,38471.9,298.15,348.432,0.43475
0.001692,38467.2,298.15,348.432,0.434698
0.001694,38462.6,298.15,348.432,0.434646
0.001696,38458,298.15,348.432,0.434593
0.001698,38453.4,298.15,348.432,0.434542
0.0017,38448.8,298.15,348.432,0.43449
0.001702,38444.2,298.15,348.432,0.434438
0.001704,38439.7,298.15,348.432,0.434386
0.001706,38435.1,298.15,348.432,0.434335
0.001708,38430.6,298.15,348.432,0.434283
0.00171,38426,298.15,348.432,0.434232
0.001712,38421.5,298.15,348.432,0.434181
0.001714,38417,298.15,348.432,0.43413
0.001716,38412.5,298.15,348.432,0.434079
0.001718,38408,298.15,348.432,0.434028
0.00172,38403.5,298.15,348.432,0.433978
0.001722,38399.1,298.15,348.432,0.433927
0.001724,38394.6,298.15,348.432,0.433877
0.001726,38390.1,298.15,348.432,0.433826
0.001728,38385.7,298.15,348.432,0.433776
0.00173,38381.3,298.15,348.432,0.433726
0.001732,38376.8,298.15,348.432,0.433676
0.001734,38372.4,298.15,348.432,0.433626
0.001736,38368,298.15,348.432,0.433576
0.001738,38363.6,298.15,348.432,0.433527
0.00174,38359.2,298.15,348.432,0.433477
0.001742,38354.9,298.15,348.432,0.433428
0.001744,38350.5,298.15,348.432,0.433378
0.001746,38346.1,298.15,348.432,0.433329
0.001748,38341.8,298.15,348.432,0.43328
0.00175,38337.5,298.15,348.432,0.433231
0.001752,38333.1,298.15,348.432,0.433182
0.001754,38328.8,298.15,348.432,0.433133
0.001756,38324.5,298.15,348.432,0.433085
0.001758,38320.2,298.15,348.432,0.433036
0.00176,38315.9,298.15,348.432,0.432987
0.001762,38311.6,298.15,348.432,0.432939
0.001764,38307.3,298.15,348.432,0.432891
0.001766,38303.1,298.15,348.432,0.432842
0.001768,38298.8,298.15,348.432,0.432794
0.00177,38294.6,298.15,348.432,0.432746
0.001772,38290.3,298.15,348.432,0.432698
0.001774,38286.1,298.15,348.432,0.432651
0.001776,38281.9,298.15,348.432,0.432603
0.001778,38277.6,298.15,348.432,0.432555
0.00178,38273.4,298.15,348.432,0.432508
0.001782,38269.2,298.15,348.432,0.43246
0.001784,38265,298.15,348.432,0.432413
0.001786,38260.8,298.15,348.432,0.432365
0.001788,38256.7,298.15,348.432,0.432318
0.00179,38252.5,298.15,348.432,0.432271
0.001792,38248.3,298.15,348.432,0.432224
0.001794,38244.2,298.15,348.432,0.432177
0.001796,38240,298.15,348.432,0.43213
0.001798,38235.9,298.15,348.432,0.432083
0.0018,38231.8,298.15,348.432,0.432037
0.001802,38227.6,298.15,348.432,0.43199
0.001804,38223.5,298.15,348.432,0.431944
0.001806,38219.4,298.15,348.432,0.431897
0.001808,38215.3,298.15,348.432,0.431851
0.00181,38211.2,298.15,348.432,0.431805
0.001812,38207.1,298.15,348.432,0.431758
0.001814,38203.1,298.15,348.432,0.431712
0.001816,38199,298.15,348.432,0.431666
0.001818,38194.9,298.15,348.432,0.43162
0.00182,38190.9,298.15,348.432,0.431574
0.001822,38186.8,298.15,348.432,0.431529
0.001824,38182.8,298.15,348.432,0.431483
0.001826,38178.7,298.15,348.432,0.431437
0.001828,38174.7,298.15,348.432,0.431392
0.00183,38170.7,298.15,348.432,0.431346
0.001832,38166.7,298.15,348.432,0.431301
0.001834,38162.6,298.15,348.432,0.431256
0.001836,38158.6,298.15,348.432,0.43121
0.001838,38154.6,298.15,348.432,0.431165
0.00184,38150.7,298.15,348.432,0.43112
0.001842,38146.7,298.15,348.432,0.431075
0.001844,38142.7,298.15,348.432,0.43103
0.001846,38138.7,298.15,348.432,0.430985
0.001848,38134.8,298.15,348.432,0.430941
0.00185,38130.8,298.15,348.432,0.430896
0.001852,38126.9,298.15,348.432,0.430851
0.001854,38122.9,298.15,348.432,0.430807
0.001856,38119,298.15,348.432,0.430762
0.001858,38115,298.15,348.432,0.430718
0.00186,38111.1,298.15,348.432,0.430673
0.001862,38107.2,298.15,348.432,0.430629
0.001864,38103.3,298.15,348.432,0.430585
0.001866,38099.4,298.15,348.432,0.430541
0.001868,38095.5,298.15,348.432,0.430497
0.00187,38091.6,298.15,348.432,0.430453
0.001872,38087.7,298.15,348.432,0.430409
0.001874,38083.8,298.15,348.432,0.430365
0.001876,38080,298.15,348.432,0.430321
0.001878,38076.1,298.15,348.432,0.430278
0.00188,38072.2,298.15,348.432,0.430234
0.001882,38068.4,298.15,348.432,0.43019
0.001884,38064.5,298.15,348.432,0.430147
0.001886,38060.7,298.15,348.432,0.430104
0.001888,38056.9,298.15,348.432,0.43006
0.00189,38053,298.15,348.432,0.430017
0.001892,38049.2,298.15,348.432,0.429974
0.001894,38045.4,298.15,348.432,0.429931
0.001896,38041.6,298.15,348.432,0.429888
0.001898,38037.8,298.15,348.432,0.429845
0.0019,38034,298.15,348.432,0.429802
0.001902,38030.2,298.15,348.432,0.429759
0.001904,38026.4,298.15,348.432,0.429716
0.001906,38022.6,298.15,348.432,0.429674
0.001908,38018.9,298.15,348.432,0.429631
0.00191,38015.1,298.15,348.432,0.429588
0.001912,38011.3,298.15,348.432,0.429546
0.001914,38007.6,298.15,348.432,0.429504
0.001916,38003.9,298.15,348.432,0.429461
0.001918,38000.1,298.15,348.432,0.429419
0.00192,37996.4,298.15,348.432,0.429377
0.001922,37992.7,298.15,348.432,0.429335
0.001924,37988.9,298.15,348.432,0.429293
0.001926,37985.2,298.15,348.432,0.429251
0.001928,37981.5,298.15,348.432,0.429209
0.00193,37977.8,298.15,348.432,0.429167
0.001932,37974.1,298.15,348.432,0.429126
0.001934,37970.5,298.15,348.432,0.429084
0.001936,37966.8,298.15,348.432,0.429042
0.001938,37963.1,298.15,348.432,0.429001
0.00194,37959.5,298.15,348.432,0.42896
0.001942,37955.8,298.15,348.432,0.428918
0.001944,37952.2,298.15,348.432,0.428877
0.001946,37948.5,298.15,348.432,0.428836
0.001948,37944.9,298.15,348.432,0.428795
0.00195,37941.2,298.15,348.432,0.428754
0.001952,37937.6,298.15,348.432,0.428713
0.001954,37934,298.15,348.432,0.428672
0.001956,37930.4,298.15,348.432,0.428631
0.001958,37926.8,298.15,348.432,0.428591
0.00196,37923.2,298.15,348.432,0.42855
0.001962,37919.6,298.15,348.432,0.428509
0.001964,37916,298.15,348.432,0.428469
0.001966,37912.5,298.15,348.432,0.428429
0.001968,37908.9,298.15,348.432,0.428388
0.00197,37905.3,298.15,348.432,0.428348
0.001972,37901.8,298.15,348.432,0.428308
0.001974,37898.3,298.15,348.432,0.428268
0.001976,37894.7,298.15,348.432,0.428228
0.001978,37891.2,298.15,348.432,0.428188
0.00198,37887.7,298.15,348.432,0.428148
0.001982,37884.2,298.15,348.432,0.428109
0.001984,37880.6,298.15,348.432,0.428069
0.001986,37877.1,298.15,348.432,0.428029
0.001988,37873.7,298.15,348.432,0.42799
0.00199,37870.2,298.15,348.432,0.427951
0.001992,37866.7,298.15,348.432,0.427911
0.001994,37863.2,298.15,348.432,0.427872
0.001996,37859.8,298.15,348.432,0.427833
0.001998,37856.3,298.15,348.432,0.427794
0.002,37852.9,298.15,348.432,0.427755
0.002002,37849.4,298.15,348.432,0.427716
0.002004,37846,298.15,348.432,0.427677
0.002006,37842.5,298.15,348.432,0.427638
0.002008,37839.1,298.15,348.432,0.4276
0.00201,37835.7,298.15,348.432,0.427561
0.002012,37832.3,298.15,348.432,0.427523
0.002014,37828.9,298.15,348.432,0.427484
0.002016,37825.5,298.15,348.432,0.427446
0.002018,37822.1,298.15,348.432,0.427408
0.00202,37818.8,298.15,348.432,0.42737
0.002022,37815.4,298.15,348.432,0.427332
0.002024,37812,298.15,348.432,0.427294
0.002026,37808.7,298.15,348.432,0.427256
0.002028,37805.3,298.15,348.432,0.427218
0.00203,37802,298.15,348.432,0.42718
0.002032,37798.7,298.15,348.432,0.427143
0.002034,37795.4,298.15,348.432,0.427105
0.002036,37792,298.15,348.432,0.427068
0.002038,37788.7,298.15,348.432,0.42703
0.00204,37785.4,298.15,348.432,0.426993
0.002042,37782.1,298.15,348.432,0.426956
0.002044,37778.8,298.15,348.432,0.426919
0.002046,37775.6,298.15,348.432,0.426881
0.002048,37772.3,298.15,348.432,0.426845
0.00205,37769,298.15,348.432,0.426808
0.002052,37765.8,298.15,348.432,0.426771
0.002054,37762.5,298.15,348.432,0.426734
0.002056,37759.3,298.15,348.432,0.426697
0.002058,37756,298.15,348.432,0.426661
0.00206,37752.8,298.15,348.432,0.426624
0.002062,37749.6,298.15,348.432,0.426588
0.002064,37746.4,298.15,348.432,0.426552
0.002066,37743.2,298.15,348.432,0.426515
0.002068,37740,298.15,348.432,0.426479
0.00207,37736.8,298.15,348.432,0.426443
0.002072,37733.6,298.15,348.432,0.426407
0.002074,37730.4,298.15,348.432,0.426371
0.002076,37727.2,298.15,348.432,0.426335
0.002078,37724.1,298.15,348.432,0.4263
0.00208,37720.9,298.15,348.432,0.426264
0.002082,37717.8,298.15,348.432,0.426228
0.002084,37714.6,298.15,348.432,0.426193
0.002086,37711.5,298.15,348.432,0.426157
0.002088,37708.4,298.15,348.432,0.426122
0.00209,37705.2,298.15,348.432,0.426087
0.002092,37702.1,298.15,348.432,0.426051
0.002094,37699,298.15,348.432,0.426016
0.002096,37695.9,298.15,348.432,0.425981
0.002098,37692.8,298.15,348.432,0.425946
0.0021,37689.7,298.15,348.432,0.425911
0.002102,37686.6,298.15,348.432,0.425876
0.002104,37683.5,298.15,348.432,0.425842
0.002106,37680.5,298.15,348.432,0.425807
0.002108,37677.4,298.15,348.432,0.425772
0.00211,37674.4,298.15,348.432,0.425738
0.002112,37671.3,298.15,348.432,0.425703
0.002114,37668.3,298.15,348.432,0.425669
0.002116,37665.2,298.15,348.432,0.425635
0.002118,37662.2,298.15,348.432,0.4256
0.00212,37659.2,298.15,348.432,0.425566
0.002122,37656.1,298.15,348.432,0.425532
0.002124,37653.1,298.15,348.432,0.425498
0.002126,37650.1,298.15,348.432,0.425464
0.002128,37647.1,298.15,348.432,0.42543
0.00213,37644.1,298.15,348.432,0.425396
0.002132,37641.1,298.15,348.432,0.425362
0.002134,37638.2,298.15,348.432,0.425329
0.002136,37635.2,298.15,348.432,0.425295
0.002138,37632.2,298.15,348.432,0.425261
0.00214,37629.2,298.15,348.432,0.425228
0.002142,37626.3,298.15,348.432,0.425194
0.002144,37623.3,298.15,348.432,0.425161
0.002146,37620.4,298.15,348.432,0.425128
0.002148,37617.4,298.15,348.432,0.425095
0.00215,37614.5,298.15,348.432,0.425061
0.002152,37611.6,298.15,348.432,0.425028
0.002154,37608.6,298.15,348.432,0.424995
0.002156,37605.7,298.15,348.432,0.424962
0.002158,37602.8,298.15,348.432,0.424929
0.00216,37599.9,298.15,348.432,0.424896
0.002162,37597,298.15,348.432,0.424864
0.002164,37594.1,298.15,348.432,0.424831
0.002166,37591.2,298.15,348.432,0.424798
0.002168,37588.3,298.15,348.432,0.424766
0.00217,37585.4,298.15,348.432,0.424733
0.002172,37582.6,298.15,348.432,0.4247
0.002174,37579.7,298.15,348.432,0.424668
0.002176,37576.8,298.15,348.432,0.424636
0.002178,37574,298.15,348.432,0.424603
0.00218,37571.1,298.15,348.432,0.424571
0.002182,37568.3,298.15,348.432,0.424539
0.002184,37565.4,298.15,348.432,0.424507
0.002186,37562.6,298.15,348.432,0.424475
0.002188,37559.7,298.15,348.432,0.424443
0.00219,37556.9,298.15,348.432,0.424411
0.002192,37554.1,298.15,348.432,0.424379
0.002194,37551.3,298.15,348.432,0.424347
0.002196,37548.4,298.15,348.432,0.424315
0.002198,37545.6,298.15,348.432,0.424283
0.0022,37542.8,298.15,348.432,0.424251
0.002202,37540,298.15,348.432,0.42422
0.002204,37537.2,298.15,348.432,0.424188
0.002206,37534.4,298.15,348.432,0.424157
0.002208,37531.7,298.15,348.432,0.424125
0.00221,37528.9,298.15,348.432,0.424094
0.002212,37526.1,298.15,348.432,0.424062
0.002214,37523.3,298.15,348.432,0.424031
0.002216,37520.6,298.15,348.432,0.424
0.002218,37517.8,298.15,348.432,0.423969
0.00222,37515,298.15,348.432,0.423937
0.002222,37512.3,298.15,348.432,0.423906
0.002224,37509.5,298.15,348.432,0.423875
0.002226,37506.8,298.15,348.432,0.423844
0.002228,37504.1,298.15,348.432,0.423813
0.00223,37501.3,298.15,348.432,0.423782
0.002232,37498.6,298.15,348.432,0.423751
0.002234,37495.9,298.15,348.432,0.423721
0.002236,37493.1,298.15,348.432,0.42369
0.002238,37490.4,298.15,348.432,0.423659
0.00224,37487.7,298.15,348.432,0.423629
0.002242,37485,298.15,348.432,0.423598
0.002244,37482.3,298.15,348.432,0.423567
0.002246,37479.6,298.15,348.432,0.423537
0.002248,37476.9,298.15,348.432,0.423506
0.00225,37474.2,298.15,348.432,0.423476
0.002252,37471.5,298.15,348.432,0.423446
0.002254,37468.8,298.15,348.432,0.423415
0.002256,37466.2,298.15,348.432,0.423385
0.002258,37463.5,298.15,348.432,0.423355
0.00226,37460.8,298.15,348.432,0.423325
0.002262,37458.2,298.15,348.432,0.423295
0.002264,37455.5,298.15,348.432,0.423264
0.002266,37452.8,298.15,348.432,0.423234
0.002268,37450.2,298.15,348.432,0.423205
0.00227,37447.5,298.15,348.432,0.423175
0.002272,37444.9,298.15,348.432,0.423145
0.002274,37442.2,298.15,348.432,0.423115
0.002276,37439.6,298.15,348.432,0.423085
0.002278,37437,298.15,348.432,0.423055
0.00228,37434.4,298.15,348.432,0.423026
0.002282,37431.7,298.15,348.432,0.422996
0.002284,37429.1,298.15,348.432,0.422966
0.002286,37426.5,298.15,348.432,0.422937
0.002288,37423.9,298.15,348.432,0.422907
0.00229,37421.3,298.15,348.432,0.422878
0.002292,37418.7,298.15,348.432,0.422849
0.002294,37416.1,298.15,348.432,0.422819
0.002296,37413.5,298.15,348.432,0.42279
0.002298,37410.9,298.15,348.432,0.422761
0.0023,37408.3,298.15,348.432,0.422732
0.002302,37405.7,298.15,348.432,0.422702
0.002304,37403.2,298.15,348.432,0.422673
0.002306,37400.6,298.15,348.432,0.422644
0.002308,37398,298.15,348.432,0.422615
0.00231,37395.5,298.15,348.432,0.422586
0.002312,37392.9,298.15,348.432,0.422557
0.002314,37390.4,298.15,348.432,0.422528
0.002316,37387.8,298.15,348.432,0.4225
0.002318,37385.3,298.15,348.432,0.422471
0.00232,37382.7,298.15,348.432,0.422442
0.002322,37380.2,298.15,348.432,0.422413
0.002324,37377.6,298.15,348.432,0.422385
0.002326,37375.1,298.15,348.432,0.422356
0.002328,37372.6,298.15,348.432,0.422328
0.00233,37370.1,298.15,348.432,0.422299
0.002332,37367.6,298.15,348.432,0.422271
0.002334,37365,298.15,348.432,0.422242
0.002336,37362.5,298.15,348.432,0.422214
0.002338,37360,298.15,348.432,0.422186
0.00234,37357.5,298.15,348.432,0.422157
0.002342,37355,298.15,348.432,0.422129
0.002344,37352.5,298.15,348.432,0.422101
0.002346,37350.1,298.15,348.432,0.422073
0.002348,37347.6,298.15,348.432,0.422045
0.00235,37345.1,298.15,348.432,0.422017
0.002352,37342.6,298.15,348.432,0.421989
0.002354,37340.1,298.15,348.432,0.421961
0.002356,37337.7,298.15,348.432,0.421933
0.002358,37335.2,298.15,348.432,0.421905
0.00236,37332.8,298.15,348.432,0.421878
0.002362,37330.3,298.15,348.432,0.42185
0.002364,37327.9,298.15,348.432,0.421822
0.002366,37325.4,298.15,348.432,0.421795
0.002368,37323,298.15,348.432,0.421767
0.00237,37320.5,298.15,348.432,0.421739
0.002372,37318.1,298.15,348.432,0.421712
0.002374,37315.7,298.15,348.432,0.421685
0.002376,37313.3,298.15,348.432,0.421657
0.002378,37310.8,298.15,348.432,0.42163
0.00238,37308.4,298.15,348.432,0.421603
0.002382,37306,298.15,348.432,0.421575
0.002384,37303.6,298.15,348.432,0.421548
0.002386,37301.2,298.15,348.432,0.421521
0.002388,37298.8,298.15,348.432,0.421494
0.00239,37296.4,298.15,348.432,0.421467
0.002392,37294,298.15,348.432,0.42144
0.002394,37291.6,298.15,348.432,0.421413
0.002396,37289.2,298.15,348.432,0.421386
0.002398,37286.9,298.15,348.432,0.421359
0.0024,37284.5,298.15,348.432,0.421332
0.002402,37282.1,298.15,348.432,0.421305
0.002404,37279.8,298.15,348.432,0.421279
0.002406,37277.4,298.15,348.432,0.421252
0.002408,37275,298.15,348.432,0.421225
0.00241,37272.7,298.15,348.432,0.421199
0.002412,37270.3,298.15,348.432,0.421172
0.002414,37268,298.15,348.432,0.421146
0.002416,37265.7,298.15,348.432,0.421119
0.002418,37263.3,298.15,348.432,0.421093
0.00242,37261,298.15,348.432,0.421066
0.002422,37258.7,298.15,348.432,0.42104
0.002424,37256.3,298.15,348.432,0.421014
0.002426,37254,298.15,348.432,0.420988
0.002428,37251.7,298.15,348.432,0.420961
0.00243,37249.4,298.15,348.432,0.420935
0.002432,37247.1,298.15,348.432,0.420909
0.002434,37244.8,298.15,348.432,0.420883
0.002436,37242.5,298.15,348.432,0.420857
0.002438,37240.2,298.15,348.432,0.420831
0.00244,37237.9,298.15,348.432,0.420805
