time,p,T,Tve,rho
0.002442,37235.6,298.15,348.432,0.420779
0.002444,37233.3,298.15,348.432,0.420754
0.002446,37231,298.15,348.432,0.420728
0.002448,37228.7,298.15,348.432,0.420702
0.00245,37226.5,298.15,348.432,0.420676
0.002452,37224.2,298.15,348.432,0.420651
0.002454,37221.9,298.15,348.432,0.420625
0.002456,37219.7,298.15,348.432,0.420599
0.002458,37217.4,298.15,348.432,0.420574
0.00246,37215.1,298.15,348.432,0.420548
0.002462,37212.9,298.15,348.432,0.420523
0.002464,37210.6,298.15,348.432,0.420498
0.002466,37208.4,298.15,348.432,0.420472
0.002468,37206.2,298.15,348.432,0.420447
0.00247,37203.9,298.15,348.432,0.420422
0.002472,37201.7,298.15,348.432,0.420396
0.002474,37199.5,298.15,348.432,0.420371
0.002476,37197.2,298.15,348.432,0.420346
0.002478,37195,298.15,348.432,0.420321
0.00248,37192.8,298.15,348.432,0.420296
0.002482,37190.6,298.15,348.432,0.420271
0.002484,37188.4,298.15,348.432,0.420246
0.002486,37186.2,298.15,348.432,0.420221
0.002488,37184,298.15,348.432,0.420196
0.00249,37181.7,298.15,348.432,0.420171
0.002492,37179.6,298.15,348.432,0.420146
0.002494,37177.4,298.15,348.432,0.420121
0.002496,37175.2,298.15,348.432,0.420097
0.002498,37173,298.15,348.432,0.420072
0.0025,37170.8,298.15,348.432,0.420047
0.002502,37168.6,298.15,348.432,0.420023
0.002504,37166.4,298.15,348.432,0.419998
0.002506,37164.3,298.15,348.432,0.419974
0.002508,37162.1,298.15,348.432,0.419949
0.00251,37159.9,298.15,348.432,0.419924
0.002512,37157.8,298.15,348.432,0.4199
0.002514,37155.6,298.15,348.432,0.419876
0.002516,37153.4,298.15,348.432,0.419851
0.002518,37151.3,298.15,348.432,0.419827
0.00252,37149.1,298.15,348.432,0.419803
0.002522,37147,298.15,348.432,0.419778
0.002524,37144.8,298.15,348.432,0.419754
0.002526,37142.7,298.15,348.432,0.41973
0.002528,37140.6,298.15,348.432,0.419706
0.00253,37138.4,298.15,348.432,0.419682
0.002532,37136.3,298.15,348.432,0.419658
0.002534,37134.2,298.15,348.432,0.419633
0.002536,37132,298.15,348.432,0.419609
0.002538,37129.9,298.15,348.432,0.419585
0.00254,37127.8,298.15,348.432,0.419562
0.002542,37125.7,298.15,348.432,0.419538
0.002544,37123.6,298.15,348.432,0.419514
0.002546,37121.5,298.15,348.432,0.41949
0.002548,37119.4,298.15,348.432,0.419466
0.00255,37117.3,298.15,348.432,0.419442
0.002552,37115.2,298.15,348.432,0.419419
0.002554,37113.1,298.15,348.432,0.419395
0.002556,37111,298.15,348.432,0.419371
0.002558,37108.9,298.15,348.432,0.419348
0.00256,37106.8,298.15,348.432,0.419324
0.002562,37104.7,298.15,348.432,0.4193
0.002564,37102.6,298.15,348.432,0.419277
0.002566,37100.5,298.15,348.432,0.419253
0.002568,37098.5,298.15,348.432,0.41923
0.00257,37096.4,298.15,348.432,0.419206
0.002572,37094.3,298.15,348.432,0.419183
0.002574,37092.2,298.15,348.432,0.41916
0.002576,37090.2,298.15,348.432,0.419136
0.002578,37088.1,298.15,348.432,0.419113
0.00258,37086.1,298.15,348.432,0.41909
0.002582,37084,298.15,348.432,0.419066
0.002584,37081.9,298.15,348.432,0.419043
0.002586,37079.9,298.15,348.432,0.41902
0.002588,37077.8,298.15,348.432,0.418997
0.00259,37075.8,298.15,348.432,0.418974
0.002592,37073.8,298.15,348.432,0.418951
0.002594,37071.7,298.15,348.432,0.418928
0.002596,37069.7,298.15,348.432,0.418905
0.002598,37067.6,298.15,348.432,0.418882
0.0026,37065.6,298.15,348.432,0.418859
0.002602,37063.6,298.15,348.432,0.418836
0.002604,37061.6,298.15,348.432,0.418813
0.002606,37059.5,298.15,348.432,0.41879
0.002608,37057.5,298.15,348.432,0.418767
0.00261,37055.5,298.15,348.432,0.418744
0.002612,37053.5,298.15,348.432,0.418722
0.002614,37051.5,298.15,348.432,0.418699
0.002616,37049.5,298.15,348.432,0.418676
0.002618,37047.5,298.15,348.432,0.418654
0.00262,37045.5,298.15,348.432,0.418631
0.002622,37043.5,298.15,348.432,0.418608
0.002624,37041.5,298.15,348.432,0.418586
0.002626,37039.5,298.15,348.432,0.418563
0.002628,37037.5,298.15,348.432,0.418541
0.00263,37035.5,298.15,348.432,0.418518
0.002632,37033.5,298.15,348.432,0.418496
0.002634,37031.5,298.15,348.432,0.418473
0.002636,37029.5,298.15,348.432,0.418451
0.002638,37027.6,298.15,348.432,0.418429
0.00264,37025.6,298.15,348.432,0.418406
0.002642,37023.6,298.15,348.432,0.418384
0.002644,37021.6,298.15,348.432,0.418362
0.002646,37019.7,298.15,348.432,0.41834
0.002648,37017.7,298.15,348.432,0.418317
0.00265,37015.8,298.15,348.432,0.418295
0.002652,37013.8,298.15,348.432,0.418273
0.002654,37011.8,298.15,348.432,0.418251
0.002656,37009.9,298.15,348.432,0.418229
0.002658,37007.9,298.15,348.432,0.418207
0.00266,37006,298.15,348.432,0.418185
0.002662,37004,298.15,348.432,0.418163
0.002664,37002.1,298.15,348.432,0.418141
0.002666,37000.2,298.15,348.432,0.418119
0.002668,36998.2,298.15,348.432,0.418097
0.00267,36996.3,298.15,348.432,0.418075
0.002672,36994.4,298.15,348.432,0.418054
0.002674,36992.4,298.15,348.432,0.418032
0.002676,36990.5,298.15,348.432,0.41801
0.002678,36988.6,298.15,348.432,0.417988
0.00268,36986.7,298.15,348.432,0.417967
0.002682,36984.8,298.15,348.432,0.417945
0.002684,36982.9,298.15,348.432,0.417923
0.002686,36980.9,298.15,348.432,0.417902
0.002688,36979,298.15,348.432,0.41788
0.00269,36977.1,298.15,348.432,0.417859
0.002692,36975.2,298.15,348.432,0.417837
0.002694,36973.3,298.15,348.432,0.417816
0.002696,36971.4,298.15,348.432,0.417794
0.002698,36969.5,298.15,348.432,0.417773
0.0027,36967.7,298.15,348.432,0.417752
0.002702,36965.8,298.15,348.432,0.41773
0.002704,36963.9,298.15,348.432,0.417709
0.002706,36962,298.15,348.432,0.417688
0.002708,36960.1,298.15,348.432,0.417667
0.00271,36958.2,298.15,348.432,0.417645
0.002712,36956.4,298.15,348.432,0.417624
0.002714,36954.5,298.15,348.432,0.417603
0.002716,36952.6,298.15,348.432,0.417582
0.002718,36950.8,298.15,348.432,0.417561
0.00272,36948.9,298.15,348.432,0.41754
0.002722,36947,298.15,348.432,0.417519
0.002724,36945.2,298.15,348.432,0.417498
0.002726,36943.3,298.15,348.432,0.417477
0.002728,36941.5,298.15,348.432,0.417456
0.00273,36939.6,298.15,348.432,0.417435
0.002732,36937.8,298.15,348.432,0.417414
0.002734,36936,298.15,348.432,0.417394
0.002736,36934.1,298.15,348.432,0.417373
0.002738,36932.3,298.15,348.432,0.417352
0.00274,36930.5,298.15,348.432,0.417331
0.002742,36928.6,298.15,348.432,0.417311
0.002744,36926.8,298.15,348.432,0.41729
0.002746,36925,298.15,348.432,0.417269
0.002748,36923.1,298.15,348.432,0.417249
0.00275,36921.3,298.15,348.432,0.417228
0.002752,36919.5,298.15,348.432,0.417208
0.002754,36917.7,298.15,348.432,0.417187
0.002756,36915.9,298.15,348.432,0.417167
0.002758,36914.1,298.15,348.432,0.417146
0.00276,36912.3,298.15,348.432,0.417126
0.002762,36910.5,298.15,348.432,0.417106
0.002764,36908.7,298.15,348.432,0.417085
0.002766,36906.9,298.15,348.432,0.417065
0.002768,36905.1,298.15,348.432,0.417045
0.00277,36903.3,298.15,348.432,0.417024
0.002772,36901.5,298.15,348.432,0.417004
0.002774,36899.7,298.15,348.432,0.416984
0.002776,36897.9,298.15,348.432,0.416964
0.002778,36896.2,298.15,348.432,0.416944
0.00278,36894.4,298.15,348.432,0.416924
0.002782,36892.6,298.15,348.432,0.416904
0.002784,36890.8,298.15,348.432,0.416884
0.002786,36889.1,298.15,348.432,0.416864
0.002788,36887.3,298.15,348.432,0.416844
0.00279,36885.5,298.15,348.432,0.416824
0.002792,36883.8,298.15,348.432,0.416804
0.002794,36882,298.15,348.432,0.416784
0.002796,36880.3,298.15,348.432,0.416764
0.002798,36878.5,298.15,348.432,0.416745
0.0028,36876.8,298.15,348.432,0.416725
0.002802,36875,298.15,348.432,0.416705
0.002804,36873.3,298.15,348.432,0.416685
0.002806,36871.5,298.15,348.432,0.416666
0.002808,36869.8,298.15,348.432,0.416646
0.00281,36868.1,298.15,348.432,0.416626
0.002812,36866.3,298.15,348.432,0.416607
0.002814,36864.6,298.15,348.432,0.416587
0.002816,36862.9,298.15,348.432,0.416568
0.002818,36861.2,298.15,348.432,0.416548
0.00282,36859.4,298.15,348.432,0.416529
0.002822,36857.7,298.15,348.432,0.416509
0.002824,36856,298.15,348.432,0.41649
0.002826,36854.3,298.15,348.432,0.41647
0.002828,36852.6,298.15,348.432,0.416451
0.00283,36850.9,298.15,348.432,0.416432
0.002832,36849.1,298.15,348.432,0.416413
0.002834,36847.4,298.15,348.432,0.416393
0.002836,36845.7,298.15,348.432,0.416374
0.002838,36844,298.15,348.432,0.416355
0.00284,36842.3,298.15,348.432,0.416336
0.002842,36840.6,298.15,348.432,0.416316
0.002844,36839,298.15,348.432,0.416297
0.002846,36837.3,298.15,348.432,0.416278
0.002848,36835.6,298.15,348.432,0.416259
0.00285,36833.9,298.15,348.432,0.41624
0.002852,36832.2,298.15,348.432,0.416221
0.002854,36830.5,298.15,348.432,0.416202
0.002856,36828.8,298.15,348.432,0.416183
0.002858,36827.2,298.15,348.432,0.416164
0.00286,36825.5,298.15,348.432,0.416145
0.002862,36823.8,298.15,348.432,0.416126
0.002864,36822.2,298.15,348.432,0.416108
0.002866,36820.5,298.15,348.432,0.416089
0.002868,36818.8,298.15,348.432,0.41607
0.00287,36817.2,298.15,348.432,0.416051
0.002872,36815.5,298.15,348.432,0.416032
0.002874,36813.9,298.15,348.432,0.416014
0.002876,36812.2,298.15,348.432,0.415995
0.002878,36810.5,298.15,348.432,0.415976
0.00288,36808.9,298.15,348.432,0.415958
0.002882,36807.2,298.15,348.432,0.415939
0.002884,36805.6,298.15,348.432,0.41592
0.002886,36804,298.15,348.432,0.415902
0.002888,36802.3,298.15,348.432,0.415883
0.00289,36800.7,298.15,348.432,0.415865
0.002892,36799,298.15,348.432,0.415846
0.002894,36797.4,298.15,348.432,0.415828
0.002896,36795.8,298.15,348.432,0.415809
0.002898,36794.1,298.15,348.432,0.415791
0.0029,36792.5,298.15,348.432,0.415773
0.002902,36790.9,298.15,348.432,0.415754
0.002904,36789.3,298.15,348.432,0.415736
0.002906,36787.6,298.15,348.432,0.415718
0.002908,36786,298.15,348.432,0.415699
0.00291,36784.4,298.15,348.432,0.415681
0.002912,36782.8,298.15,348.432,0.415663
0.002914,36781.2,298.15,348.432,0.415644
0.002916,36779.6,298.15,348.432,0.415626
0.002918,36778,298.15,348.432,0.415608
0.00292,36776.4,298.15,348.432,0.41559
0.002922,36774.7,298.15,348.432,0.415572
0.002924,36773.1,298.15,348.432,0.415554
0.002926,36771.5,298.15,348.432,0.415536
0.002928,36769.9,298.15,348.432,0.415518
0.00293,36768.3,298.15,348.432,0.415499
0.002932,36766.8,298.15,348.432,0.415481
0.002934,36765.2,298.15,348.432,0.415463
0.002936,36763.6,298.15,348.432,0.415446
0.002938,36762,298.15,348.432,0.415428
0.00294,36760.4,298.15,348.432,0.41541
0.002942,36758.8,298.15,348.432,0.415392
0.002944,36757.2,298.15,348.432,0.415374
0.002946,36755.6,298.15,348.432,0.415356
0.002948,36754.1,298.15,348.432,0.415338
0.00295,36752.5,298.15,348.432,0.41532
0.002952,36750.9,298.15,348.432,0.415303
0.002954,36749.3,298.15,348.432,0.415285
0.002956,36747.8,298.15,348.432,0.415267
0.002958,36746.2,298.15,348.432,0.415249
0.00296,36744.6,298.15,348.432,0.415232
0.002962,36743.1,298.15,348.432,0.415214
0.002964,36741.5,298.15,348.432,0.415196
0.002966,36740,298.15,348.432,0.415179
0.002968,36738.4,298.15,348.432,0.415161
0.00297,36736.8,298.15,348.432,0.415143
0.002972,36735.3,298.15,348.432,0.415126
0.002974,36733.7,298.15,348.432,0.415108
0.002976,36732.2,298.15,348.432,0.415091
0.002978,36730.6,298.15,348.432,0.415073
0.00298,36729.1,298.15,348.432,0.415056
0.002982,36727.5,298.15,348.432,0.415038
0.002984,36726,298.15,348.432,0.415021
0.002986,36724.5,298.15,348.432,0.415003
0.002988,36722.9,298.15,348.432,0.414986
0.00299,36721.4,298.15,348.432,0.414969
0.002992,36719.8,298.15,348.432,0.414951
0.002994,36718.3,298.15,348.432,0.414934
0.002996,36716.8,298.15,348.432,0.414917
0.002998,36715.2,298.15,348.432,0.414899
0.003,36713.7,298.15,348.432,0.414882
0.003002,36712.2,298.15,348.432,0.414865
0.003004,36710.7,298.15,348.432,0.414848
0.003006,36709.1,298.15,348.432,0.41483
0.003008,36707.6,298.15,348.432,0.414813
0.00301,36706.1,298.15,348.432,0.414796
0.003012,36704.6,298.15,348.432,0.414779
0.003014,36703.1,298.15,348.432,0.414762
0.003016,36701.6,298.15,348.432,0.414745
0.003018,36700,298.15,348.432,0.414728
0.00302,36698.5,298.15,348.432,0.414711
0.003022,36697,298.15,348.432,0.414694
0.003024,36695.5,298.15,348.432,0.414677
0.003026,36694,298.15,348.432,0.41466
0.003028,36692.5,298.15,348.432,0.414643
0.00303,36691,298.15,348.432,0.414626
0.003032,36689.5,298.15,348.432,0.414609
0.003034,36688,298.15,348.432,0.414592
0.003036,36686.5,298.15,348.432,0.414575
0.003038,36685,298.15,348.432,0.414558
0.00304,36683.5,298.15,348.432,0.414541
0.003042,36682.1,298.15,348.432,0.414524
0.003044,36680.6,298.15,348.432,0.414508
0.003046,36679.1,298.15,348.432,0.414491
0.003048,36677.6,298.15,348.432,0.414474
0.00305,36676.1,298.15,348.432,0.414457
0.003052,36674.6,298.15,348.432,0.414441
0.003054,36673.2,298.15,348.432,0.414424
0.003056,36671.7,298.15,348.432,0.414407
0.003058,36670.2,298.15,348.432,0.414391
0.00306,36668.8,298.15,348.432,0.414374
0.003062,36667.3,298.15,348.432,0.414357
0.003064,36665.8,298.15,348.432,0.414341
0.003066,36664.4,298.15,348.432,0.414324
0.003068,36662.9,298.15,348.432,0.414308
0.00307,36661.4,298.15,348.432,0.414291
0.003072,36660,298.15,348.432,0.414275
0.003074,36658.5,298.15,348.432,0.414258
0.003076,36657.1,298.15,348.432,0.414242
0.003078,36655.6,298.15,348.432,0.414225
0.00308,36654.1,298.15,348.432,0.414209
0.003082,36652.7,298.15,348.432,0.414193
0.003084,36651.2,298.15,348.432,0.414176
0.003086,36649.8,298.15,348.432,0.41416
0.003088,36648.4,298.15,348.432,0.414144
0.00309,36646.9,298.15,348.432,0.414127
0.003092,36645.5,298.15,348.432,0.414111
0.003094,36644,298.15,348.432,0.414095
0.003096,36642.6,298.15,348.432,0.414078
0.003098,36641.2,298.15,348.432,0.414062
0.0031,36639.7,298.15,348.432,0.414046
0.003102,36638.3,298.15,348.432,0.41403
0.003104,36636.9,298.15,348.432,0.414014
0.003106,36635.4,298.15,348.432,0.413998
0.003108,36634,298.15,348.432,0.413982
0.00311,36632.6,298.15,348.432,0.413965
0.003112,36631.2,298.15,348.432,0.413949
0.003114,36629.8,298.15,348.432,0.413933
0.003116,36628.3,298.15,348.432,0.413917
0.003118,36626.9,298.15,348.432,0.413901
0.00312,36625.5,298.15,348.432,0.413885
0.003122,36624.1,298.15,348.432,0.413869
0.003124,36622.7,298.15,348.432,0.413853
0.003126,36621.3,298.15,348.432,0.413838
0.003128,36619.9,298.15,348.432,0.413822
0.00313,36618.5,298.15,348.432,0.413806
0.003132,36617.1,298.15,348.432,0.41379
0.003134,36615.7,298.15,348.432,0.413774
0.003136,36614.3,298.15,348.432,0.413758
0.003138,36612.9,298.15,348.432,0.413743
0.00314,36611.5,298.15,348.432,0.413727
0.003142,36610.1,298.15,348.432,0.413711
0.003144,36608.7,298.15,348.432,0.413695
0.003146,36607.3,298.15,348.432,0.41368
0.003148,36605.9,298.15,348.432,0.413664
0.00315,36604.5,298.15,348.432,0.413648
0.003152,36603.1,298.15,348.432,0.413633
0.003154,36601.8,298.15,348.432,0.413617
0.003156,36600.4,298.15,348.432,0.413601
0.003158,36599,298.15,348.432,0.413586
0.00316,36597.6,298.15,348.432,0.41357
0.003162,36596.3,298.15,348.432,0.413555
0.003164,36594.9,298.15,348.432,0.413539
0.003166,36593.5,298.15,348.432,0.413524
0.003168,36592.1,298.15,348.432,0.413508
0.00317,36590.8,298.15,348.432,0.413493
0.003172,36589.4,298.15,348.432,0.413477
0.003174,36588,298.15,348.432,0.413462
0.003176,36586.7,298.15,348.432,0.413446
0.003178,36585.3,298.15,348.432,0.413431
0.00318,36584,298.15,348.432,0.413416
0.003182,36582.6,298.15,348.432,0.4134
0.003184,36581.2,298.15,348.432,0.413385
0.003186,36579.9,298.15,348.432,0.41337
0.003188,36578.5,298.15,348.432,0.413355
0.00319,36577.2,298.15,348.432,0.413339
0.003192,36575.8,298.15,348.432,0.413324
0.003194,36574.5,298.15,348.432,0.413309
0.003196,36573.1,298.15,348.432,0.413294
0.003198,36571.8,298.15,348.432,0.413278
0.0032,36570.5,298.15,348.432,0.413263
0.003202,36569.1,298.15,348.432,0.413248
0.003204,36567.8,298.15,348.432,0.413233
0.003206,36566.5,298.15,348.432,0.413218
0.003208,36565.1,298.15,348.432,0.413203
0.00321,36563.8,298.15,348.432,0.413188
0.003212,36562.5,298.15,348.432,0.413173
0.003214,36561.1,298.15,348.432,0.413158
0.003216,36559.8,298.15,348.432,0.413143
0.003218,36558.5,298.15,348.432,0.413128
0.00322,36557.1,298.15,348.432,0.413113
0.003222,36555.8,298.15,348.432,0.413098
0.003224,36554.5,298.15,348.432,0.413083
0.003226,36553.2,298.15,348.432,0.413068
0.003228,36551.9,298.15,348.432,0.413053
0.00323,36550.5,298.15,348.432,0.413038
0.003232,36549.2,298.15,348.432,0.413023
0.003234,36547.9,298.15,348.432,0.413009
0.003236,36546.6,298.15,348.432,0.412994
0.003238,36545.3,298.15,348.432,0.412979
0.00324,36544,298.15,348.432,0.412964
0.003242,36542.7,298.15,348.432,0.412949
0.003244,36541.4,298.15,348.432,0.412935
0.003246,36540.1,298.15,348.432,0.41292
0.003248,36538.8,298.15,348.432,0.412905
0.00325,36537.5,298.15,348.432,0.41289
0.003252,36536.2,298.15,348.432,0.412876
0.003254,36534.9,298.15,348.432,0.412861
0.003256,36533.6,298.15,348.432,0.412846
0.003258,36532.3,298.15,348.432,0.412832
0.00326,36531,298.15,348.432,0.412817
0.003262,36529.7,298.15,348.432,0.412803
0.003264,36528.4,298.15,348.432,0.412788
0.003266,36527.1,298.15,348.432,0.412774
0.003268,36525.8,298.15,348.432,0.412759
0.00327,36524.6,298.15,348.432,0.412744
0.003272,36523.3,298.15,348.432,0.41273
0.003274,36522,298.15,348.432,0.412715
0.003276,36520.7,298.15,348.432,0.412701
0.003278,36519.4,298.15,348.432,0.412687
0.00328,36518.2,298.15,348.432,0.412672
0.003282,36516.9,298.15,348.432,0.412658
0.003284,36515.6,298.15,348.432,0.412643
0.003286,36514.3,298.15,348.432,0.412629
0.003288,36513.1,298.15,348.432,0.412615
0.00329,36511.8,298.15,348.432,0.4126
0.003292,36510.5,298.15,348.432,0.412586
0.003294,36509.3,298.15,348.432,0.412572
0.003296,36508,298.15,348.432,0.412557
0.003298,36506.7,298.15,348.432,0.412543
0.0033,36505.5,298.15,348.432,0.412529
0.003302,36504.2,298.15,348.432,0.412514
0.003304,36502.9,298.15,348.432,0.4125
0.003306,36501.7,298.15,348.432,0.412486
0.003308,36500.4,298.15,348.432,0.412472
0.00331,36499.2,298.15,348.432,0.412458
0.003312,36497.9,298.15,348.432,0.412443
0.003314,36496.7,298.15,348.432,0.412429
0.003316,36495.4,298.15,348.432,0.412415
0.003318,36494.2,298.15,348.432,0.412401
0.00332,36492.9,298.15,348.432,0.412387
0.003322,36491.7,298.15,348.432,0.412373
0.003324,36490.4,298.15,348.432,0.412359
0.003326,36489.2,298.15,348.432,0.412345
0.003328,36487.9,298.15,348.432,0.412331
0.00333,36486.7,298.15,348.432,0.412317
0.003332,36485.5,298.15,348.432,0.412303
0.003334,36484.2,298.15,348.432,0.412289
0.003336,36483,298.15,348.432,0.412275
0.003338,36481.7,298.15,348.432,0.412261
0.00334,36480.5,298.15,348.432,0.412247
0.003342,36479.3,298.15,348.432,0.412233
0.003344,36478,298.15,348.432,0.412219
0.003346,36476.8,298.15,348.432,0.412205
0.003348,36475.6,298.15,348.432,0.412191
0.00335,36474.4,298.15,348.432,0.412177
0.003352,36473.1,298.15,348.432,0.412163
0.003354,36471.9,298.15,348.432,0.41215
0.003356,36470.7,298.15,348.432,0.412136
0.003358,36469.5,298.15,348.432,0.412122
0.00336,36468.2,298.15,348.432,0.412108
0.003362,36467,298.15,348.432,0.412094
0.003364,36465.8,298.15,348.432,0.412081
0.003366,36464.6,298.15,348.432,0.412067
0.003368,36463.4,298.15,348.432,0.412053
0.00337,36462.2,298.15,348.432,0.412039
0.003372,36461,298.15,348.432,0.412026
0.003374,36459.7,298.15,348.432,0.412012
0.003376,36458.5,298.15,348.432,0.411998
0.003378,36457.3,298.15,348.432,0.411985
0.00338,36456.1,298.15,348.432,0.411971
0.003382,36454.9,298.15,348.432,0.411958
0.003384,36453.7,298.15,348.432,0.411944
0.003386,36452.5,298.15,348.432,0.41193
0.003388,36451.3,298.15,348.432,0.411917
0.00339,36450.1,298.15,348.432,0.411903
0.003392,36448.9,298.15,348.432,0.41189
0.003394,36447.7,298.15,348.432,0.411876
0.003396,36446.5,298.15,348.432,0.411863
0.003398,36445.3,298.15,348.432,0.411849
0.0034,36444.1,298.15,348.432,0.411836
0.003402,36443,298.15,348.432,0.411822
0.003404,36441.8,298.15,348.432,0.411809
0.003406,36440.6,298.15,348.432,0.411795
0.003408,36439.4,298.15,348.432,0.411782
0.00341,36438.2,298.15,348.432,0.411769
0.003412,36437,298.15,348.432,0.411755
0.003414,36435.8,298.15,348.432,0.411742
0.003416,36434.7,298.15,348.432,0.411729
0.003418,36433.5,298.15,348.432,0.411715
0.00342,36432.3,298.15,348.432,0.411702
0.003422,36431.1,298.15,348.432,0.411689
0.003424,36429.9,298.15,348.432,0.411675
0.003426,36428.8,298.15,348.432,0.411662
0.003428,36427.6,298.15,348.432,0.411649
0.00343,36426.4,298.15,348.432,0.411636
0.003432,36425.3,298.15,348.432,0.411622
0.003434,36424.1,298.15,348.432,0.411609
0.003436,36422.9,298.15,348.432,0.411596
0.003438,36421.8,298.15,348.432,0.411583
0.00344,36420.6,298.15,348.432,0.41157
0.003442,36419.4,298.15,348.432,0.411557
0.003444,36418.3,298.15,348.432,0.411543
0.003446,36417.1,298.15,348.432,0.41153
0.003448,36415.9,298.15,348.432,0.411517
0.00345,36414.8,298.15,348.432,0.411504
0.003452,36413.6,298.15,348.432,0.411491
0.003454,36412.5,298.15,348.432,0.411478
0.003456,36411.3,298.15,348.432,0.411465
0.003458,36410.2,298.15,348.432,0.411452
0.00346,36409,298.15,348.432,0.411439
0.003462,36407.9,298.15,348.432,0.411426
0.003464,36406.7,298.15,348.432,0.411413
0.003466,36405.6,298.15,348.432,0.4114
0.003468,36404.4,298.15,348.432,0.411387
0.00347,36403.3,298.15,348.432,0.411374
0.003472,36402.2,298.15,348.432,0.411361
0.003474,36401,298.15,348.432,0.411348
0.003476,36399.9,298.15,348.432,0.411336
0.003478,36398.7,298.15,348.432,0.411323
0.00348,36397.6,298.15,348.432,0.41131
0.003482,36396.5,298.15,348.432,0.411297
0.003484,36395.3,298.15,348.432,0.411284
0.003486,36394.2,298.15,348.432,0.411271
0.003488,36393.1,298.15,348.432,0.411259
0.00349,36391.9,298.15,348.432,0.411246
0.003492,36390.8,298.15,348.432,0.411233
0.003494,36389.7,298.15,348.432,0.41122
0.003496,36388.5,298.15,348.432,0.411208
0.003498,36387.4,298.15,348.432,0.411195
0.0035,36386.3,298.15,348.432,0.411182
0.003502,36385.2,298.15,348.432,0.411169
0.003504,36384.1,298.15,348.432,0.411157
0.003506,36382.9,298.15,348.432,0.411144
0.003508,36381.8,298.15,348.432,0.411132
0.00351,36380.7,298.15,348.432,0.411119
0.003512,36379.6,298.15,348.432,0.411106
0.003514,36378.5,298.15,348.432,0.411094
0.003516,36377.4,298.15,348.432,0.411081
0.003518,36376.3,298.15,348.432,0.411069
0.00352,36375.1,298.15,348.432,0.411056
0.003522,36374,298.15,348.432,0.411044
0.003524,36372.9,298.15,348.432,0.411031
0.003526,36371.8,298.15,348.432,0.411019
0.003528,36370.7,298.15,348.432,0.411006
0.00353,36369.6,298.15,348.432,0.410994
0.003532,36368.5,298.15,348.432,0.410981
0.003534,36367.4,298.15,348.432,0.410969
0.003536,36366.3,298.15,348.432,0.410956
0.003538,36365.2,298.15,348.432,0.410944
0.00354,36364.1,298.15,348.432,0.410931
0.003542,36363,298.15,348.432,0.410919
0.003544,36361.9,298.15,348.432,0.410907
0.003546,36360.8,298.15,348.432,0.410894
0.003548,36359.7,298.15,348.432,0.410882
0.00355,36358.6,298.15,348.432,0.41087
0.003552,36357.6,298.15,348.432,0.410857
0.003554,36356.5,298.15,348.432,0.410845
0.003556,36355.4,298.15,348.432,0.410833
0.003558,36354.3,298.15,348.432,0.41082
0.00356,36353.2,298.15,348.432,0.410808
0.003562,36352.1,298.15,348.432,0.410796
0.003564,36351,298.15,348.432,0.410784
0.003566,36350,298.15,348.432,0.410772
0.003568,36348.9,298.15,348.432,0.410759
0.00357,36347.8,298.15,348.432,0.410747
0.003572,36346.7,298.15,348.432,0.410735
0.003574,36345.7,298.15,348.432,0.410723
0.003576,36344.6,298.15,348.432,0.410711
0.003578,36343.5,298.15,348.432,0.410699
0.00358,36342.4,298.15,348.432,0.410686
0.003582,36341.4,298.15,348.432,0.410674
0.003584,36340.3,298.15,348.432,0.410662
0.003586,36339.2,298.15,348.432,0.41065
0.003588,36338.2,298.15,348.432,0.410638
0.00359,36337.1,298.15,348.432,0.410626
0.003592,36336,298.15,348.432,0.410614
0.003594,36335,298.15,348.432,0.410602
0.003596,36333.9,298.15,348.432,0.41059
0.003598,36332.8,298.15,348.432,0.410578
0.0036,36331.8,298.15,348.432,0.410566
0.003602,36330.7,298.15,348.432,0.410554
0.003604,36329.7,298.15,348.432,0.410542
0.003606,36328.6,298.15,348.432,0.41053
0.003608,36327.5,298.15,348.432,0.410518
0.00361,36326.5,298.15,348.432,0.410506
0.003612,36325.4,298.15,348.432,0.410494
0.003614,36324.4,298.15,348.432,0.410483
0.003616,36323.3,298.15,348.432,0.410471
0.003618,36322.3,298.15,348.432,0.410459
0.00362,36321.2,298.15,348.432,0.410447
0.003622,36320.2,298.15,348.432,0.410435
0.003624,36319.1,298.15,348.432,0.410423
0.003626,36318.1,298.15,348.432,0.410411
0.003628,36317.1,298.15,348.432,0.4104
0.00363,36316,298.15,348.432,0.410388
0.003632,36315,298.15,348.432,0.410376
0.003634,36313.9,298.15,348.432,0.410364
0.003636,36312.9,298.15,348.432,0.410353
0.003638,36311.8,298.15,348.432,0.410341
0.00364,36310.8,298.15,348.432,0.410329
0.003642,36309.8,298.15,348.432,0.410317
0.003644,36308.7,298.15,348.432,0.410306
0.003646,36307.7,298.15,348.432,0.410294
0.003648,36306.7,298.15,348.432,0.410282
0.00365,36305.6,298.15,348.432,0.410271
0.003652,36304.6,298.15,348.432,0.410259
0.003654,36303.6,298.15,348.432,0.410247
0.003656,36302.5,298.15,348.432,0.410236
0.003658,36301.5,298.15,348.432,0.410224
0.00366,36300.5,298.15,348.432,0.410212
0.003662,36299.5,298.15,348.432,0.410201
0.003664,36298.4,298.15,348.432,0.410189
0.003666,36297.4,298.15,348.432,0.410178
